Cluster,Time_taken (min),Delivery_person_Age,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Vehicle_condition,multiple_deliveries,Weather_conditions_Cloudy,Weather_conditions_Fog,Weather_conditions_Missing,Weather_conditions_Sandstorms,Weather_conditions_Stormy,Weather_conditions_Sunny,Weather_conditions_Windy,City_Metropolitian,City_Missing,City_Semi-Urban,City_Urban,Festival_Missing,Festival_No,Festival_Yes
207,0.5147162193457723,-0.2839041157345181,0.31912817004335986,0.4046715731274746,0.10300674361135591,0.3498668163677785,-0.6432893686866127,-1.388668314016092,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
208,0.32014345356380497,1.5345855371448383,0.785240735507873,0.6221775010741953,0.9015339403653798,0.8095209308706652,0.2729135749638366,-1.4136478719843022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
209,0.8777998742653425,1.4185721638202229,-0.07187381544887982,0.42556194910088607,-0.5653122191177816,0.3948299222523033,-0.6432893686866127,1.7534891286859875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
210,1.287865419594118,0.7848880029281543,-0.08145124585536559,0.3843998296654897,-0.580133785956438,0.3083449409884129,-0.6432893686866127,0.41016610193693204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
211,-0.22907761828129403,1.3536340487382348,-1.1772036510474544,-1.5014252224408275,-2.465072624768727,-3.681558925825611,0.2729135749638366,0.41016610193693204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
212,1.2073895804231978,1.163729989285033,0.7734470542499932,0.34050714257444176,0.8855048578554995,0.215343482691098,-0.6432893686866127,2.136134891361796,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
213,0.39131151023720917,0.5769207047542664,1.1345427190317041,0.34229131983514477,1.5027439040335773,0.21840295704369392,-0.6432893686866127,-1.1488741049812474,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
214,2.498540406681914,-0.09011340127911315,-1.1772036510474544,-1.5014252224408275,-2.4700714654959866,-3.6833031563589693,-1.5594923123370619,4.107576728884106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
215,0.7307128801827403,0.6040236584692386,0.3071322853263181,0.3464135154664627,0.08463485214023016,0.22743787256386708,-0.6432893686866127,0.41016610193693204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
216,1.2602660133079802,0.7927040280485561,0.8300373044971484,0.573410231832589,0.9787639177745793,0.7065345938594613,-0.6432893686866127,1.8768206083897068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
217,0.20034017320763542,1.2467290152493042,0.6494482649974036,0.27815317806167106,0.670479666148333,0.08265952464944293,-0.6432893686866127,-0.8956435700873714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
218,1.5195297144206474,0.8583882242374122,0.48075936663826185,0.28533570557442306,0.3795899987272821,0.0972948651387008,0.2729135749638366,0.4649289268307324,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
219,1.4563782894185004,1.0058185858425601,0.160785707485533,0.2918580844843606,-0.1668136493661506,0.11190946051599386,0.2729135749638366,0.41016610193693204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
220,0.7839628574008188,1.386874354315067,-1.1772036510474544,-1.5014252224408275,-2.460089023821517,-3.6798200128630922,-0.6432893686866128,-1.1030868133643348,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
221,0.3984506256401839,1.2793593415070568,-0.21738558030907856,0.37867945210929244,-0.8170964730884259,0.2949105740370413,0.2729135749638366,0.3884860052359371,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
222,0.7545140063635482,-0.06056149463141708,0.1392826935076378,0.3039833893407533,-0.20482565239977807,0.13715486973710242,-0.6432893686866127,0.4443935468285124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
223,1.308687839519461,1.3052901489960256,0.776757600654506,0.3431975532032966,0.8875021329920945,0.21974865850011382,-0.6432893686866127,-1.3779363939738964,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
224,2.6936762276965567,-0.0024265096843453828,0.3009738310525043,0.40552174452990924,0.06551794927122367,0.3494476204518978,-1.5594923123370619,0.45158400582572017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
225,1.1694750891614538,-0.5236097518617217,0.448127847555557,0.2792927534291941,0.3280906900691257,0.08607364250110328,-0.6432893686866127,-1.3383798438270043,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
226,1.1910803068283509,0.5695043095420709,-0.23006786531292941,0.3703106235711445,-0.8376849558755822,0.2776185851538812,-0.6432893686866127,0.41091676235842534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
227,0.4436650231923572,0.9983551962777556,0.6377444301252384,0.2685051741954132,0.6516822663259938,0.06270193098150154,0.2729135749638366,-1.317270478631516,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
228,0.22711185596879063,0.7083181961422501,0.4492578874225075,0.28177283354398425,0.328975414186089,0.09095068415281031,0.2729135749638366,-1.3804429803585654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,2.6872885981254737,0.24981785913293764,1.1711897904024848,0.3414751256420596,1.5569095855712536,0.21364670211709794,-1.5594923123370619,0.38193185660370377,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
230,1.5356097219711575,1.3976319782755533,1.1352272824581975,0.34663834281079803,1.5039577813788938,0.2276094107907473,-0.6432893686866127,1.5182306695728758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
231,1.0500932149228208,1.5351389872244539,0.3219920344918763,0.4044742666421836,0.10641821841652771,0.3489261546415815,0.2729135749638366,-1.02187026419721,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
232,-0.4513786886754607,-0.25478176065093855,0.4362158912794455,0.28602542065719244,0.30169118634173653,0.0982278480412414,-0.6432893686866127,0.41016610193693204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
233,0.9459315381058078,0.5334514596928296,0.7962446734950089,0.6095927132626019,0.920597237541366,0.7829749467877493,0.2729135749638366,0.4258792892992765,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
234,0.7852432422285263,1.3010712804713085,0.32007497074476776,0.4048907249341123,0.10341193292967552,0.3499050540564919,-0.6432893686866127,1.8363773346354277,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
235,0.7678998477441258,0.6795940201800521,0.838444486498278,0.5696672867608124,0.9940322692094283,0.698916033123575,0.2729135749638366,-1.3634215540711052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
236,0.5424822788951988,-0.5696818437543556,0.6577495571896057,0.2700821935800061,0.684493089089665,0.0655140437855859,-0.6432893686866127,0.41016610193693204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
237,0.9912827687032046,0.8658509575699458,0.32100310932347753,0.405291788972363,0.10551304356918392,0.3509308978875563,0.2729135749638366,1.8869432668311241,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
238,0.31278124080448727,1.2823414994229445,0.8140705706419512,0.5913712855682174,0.9519776560892057,0.7447247044694284,-0.6432893686866127,0.36010744460650007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
239,1.5157221862057277,0.5961546486120188,-0.15115631081042297,0.36505955642286303,-0.7014859173369716,0.2668159809456012,0.2729135749638366,-1.3515792892335556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
240,1.525092275172132,0.5302161705970424,0.655318726093559,0.2705093349406336,0.6816306468633492,0.06687317104256837,-0.6432893686866127,2.1131700049484907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
241,0.20508258558246864,0.5917435675507159,-0.1768206839405764,0.3800086143674839,-0.746503144693021,0.2980786227979682,-1.5594923123370619,0.41016610193693204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
242,2.786484727935228,-0.1261463624964739,-0.06789586073266601,0.3904203897478972,-0.5647211752822178,0.31834262206121655,-1.5594923123370619,3.4999454316418013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
243,1.3729398781462332,-0.2667534115414735,-0.07788875909022053,0.38514492232148984,-0.5814660907775374,0.3073238510410994,-1.5594923123370616,2.155030864990525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
244,0.2007319539309694,1.0879634211841702,0.6274053455648017,0.26973511873084466,0.633250447274496,0.06505856505189392,-1.5594923123370619,-1.0205414875677201,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
245,0.5041987725467469,1.1065784314102882,0.773881511503855,0.3402808450219923,0.8830796506967106,0.2137587310134775,-0.6432893686866127,0.3749858171415426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
246,0.2686079642485812,1.0957662908997434,0.42485328066031,0.2890700362417248,0.2879043813074553,0.10665519112381684,-0.6432893686866127,-1.1312393833568668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
247,1.397034392631273,1.35553356601061,-0.08007913709376707,0.38454132753637643,-0.5769730190929491,0.3089259505866701,-0.6432893686866127,-0.7908502357590573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
248,0.7162305000150961,1.5317057701981696,0.7628396608082003,0.33046188697933576,0.8632859435268301,0.19269584496208703,-0.6432893686866127,1.533417484062254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
249,0.22988817862550304,0.6811870514509311,0.4515108034006417,0.2816513412635513,0.3267570238761746,0.08857153054023195,0.2729135749638366,0.33506571422637427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
250,0.9660103001766742,1.5428815571370746,1.0988448149311871,0.44239908619626983,1.4405589841036406,0.42976274398397024,-0.6432893686866127,2.038045259225214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
251,0.5876371838190141,1.080960316004367,1.320738421387806,0.3417354873135171,1.8209089104863636,0.2168217176999009,0.2729135749638366,-1.3753172257153152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
252,1.2993177505530564,0.6644216732693758,-0.23175684878273645,0.37046749643864535,-0.8401359100849579,0.27810582865548517,0.2729135749638366,0.3205367718382643,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
253,0.9724355040393514,0.7008534812486548,1.1351266546050396,0.34178881350405416,1.5032685872080986,0.2171739588511408,-0.6432893686866127,2.080801588379402,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
254,-0.26797749593052606,1.3202278765270947,-0.1102279062518433,0.397955711098403,-0.6402924717001166,0.3332406364577036,-1.5594923123370619,0.4101661019369321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
255,-1.4070316597721229,1.2345687344135035,-0.11842847553257045,0.38589526038969185,-0.6555469381412934,0.3073213173005584,-0.6432893686866127,0.41016610193693204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
256,0.2686079642485812,1.503058027026031,1.4507069189324708,0.34962581383285585,2.048672719693732,0.2352051329458208,0.2729135749638366,0.41016610193693204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
257,1.0368303249741835,0.7063037848272075,1.1072823356179038,0.383888715614432,1.4556573774939978,0.30625128126393386,-0.6432893686866127,0.22777634289101722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
258,0.6306674684396837,0.7477564553476298,1.1238754987948036,0.3774229735665141,1.482645093549093,0.29206547646410014,-0.6432893686866127,2.0087058530758557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
259,1.1794188570441686,0.031816519114525696,0.44926327474487776,0.2794171218809973,0.32340994526955996,0.08402394737656026,-1.5594923123370619,2.1881273819007045,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
260,0.7518368380874326,0.7584240258887762,1.137544930623679,0.3416759114612267,1.5141150135598611,0.21927268704311453,-0.6432893686866127,2.211772515349454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
261,-0.0013398369264004358,1.2614544505513459,-0.11170413494066374,0.3851931614707214,-0.6377268494714594,0.3080305722153351,-1.5594923123370619,0.41016610193693204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
262,0.5839846131477245,1.539367391206244,-0.06739944011240927,0.38782597565490523,-0.5551425204918538,0.3159014589650462,-0.6432893686866127,-1.2456447110373885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
263,1.6085306864443991,0.3464686405113673,0.45786473153375906,0.2705743937216026,0.3442426152169128,0.06744627412082674,0.2729135749638366,2.2691641182415028,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
264,0.9515947786898983,1.1727835752138847,0.8308517801887376,0.5735417813145399,0.9795806183356888,0.7066103534632873,-0.6432893686866128,-1.1749528993356415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
265,0.9312071125871724,0.7611431053160677,0.5080375260225772,0.292052364714975,0.428502060864738,0.11224152835931275,0.2729135749638366,0.3935312036344605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
266,0.11154742538313733,0.9418765079336958,0.7720395917243464,0.3344562495623024,0.8780597310400418,0.20079223573746766,0.2729135749638366,0.3597400753949423,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
267,0.3537535552911248,1.4162998483057068,0.4474977629219304,0.2841060165139095,0.323887540128542,0.09516260098881456,-0.6432893686866127,-0.17912013373993713,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
268,-0.31860212543459704,1.2629907771877942,0.4515938512375405,0.2842904329718808,0.3231295944674087,0.09283696035112154,-1.559492312337062,0.41016610193693204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
269,0.977755296484794,-0.4407258418526024,0.778787315318253,0.34390815730527896,0.8901901233516023,0.2209746588999911,-0.6432893686866127,-1.3203824503869959,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
270,0.703188865984305,-0.18394996036709102,-0.15233710066113484,0.3650539705138032,-0.7050367189483607,0.26627179966325776,0.2729135749638366,1.6405462693348636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
271,0.7705005254980666,1.421898841594548,0.31971044603831567,0.40619339402833005,0.10414324451606163,0.35313309032451573,-0.6432893686866127,-1.208640517424901,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
272,1.4473369755035488,-0.6213559684743754,0.7442822987591642,0.28606740560974536,0.8313922873285127,0.09879226824447385,0.2729135749638366,1.8749777618004122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
273,0.5266728957067693,0.4822943752542308,-0.25416301557778676,0.3650691512509299,-0.8801436675731735,0.26613845599668773,0.2729135749638366,-1.3627522155159073,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
274,-0.815336283546345,-0.22375978049188947,-0.07765014397247526,0.4078215451476768,-0.5790101664462921,0.35599174133199774,0.2729135749638366,0.41016610193693204,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
275,1.4638106184898114,0.05838566162008575,0.7758939278920097,0.34382609214737575,0.8890635917244478,0.22213948897118815,-0.6432893686866127,1.9810916941126988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
276,0.8499282837243052,1.4362563753453066,1.4773862460728129,0.3421836002638702,2.093877671376821,0.21927518514742914,-0.6432893686866127,-0.7122048562342422,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
277,-0.09640279466074803,1.310778621510997,0.438880148924373,0.28387081125884506,0.30106172505353224,0.09185757900655331,-1.5594923123370619,0.41016610193693204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
278,0.5424822788951988,0.8188003384247244,-0.12022726041457903,0.39223654090042903,-0.6562616889273797,0.3215581036758447,-1.5594923123370619,0.41016610193693204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
279,-0.018518333364808355,0.831403017864338,-0.08846278332552825,0.3977919376396304,-0.6008733405555003,0.3336241444828759,-1.5594923123370619,0.41016610193693204,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
280,1.4387667216413091,0.9591125618821181,0.7907249136245231,0.35891554756770944,0.9144684295252573,0.2540381744633435,0.2729135749638366,-1.3927555397977585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
281,0.6072697511771945,-0.5909113024725758,0.9919922159516728,0.49752974841974024,1.2635796811134807,0.5485355956976886,-0.6432893686866127,-0.9541238591329227,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
282,-0.6933878363022624,-0.11739870566086406,0.43936426541412127,0.28305260473882254,0.3040960667338221,0.09089639753086037,-1.5594923123370619,0.41016610193693204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
283,-0.590316857671815,-0.1750109545276695,0.44121741405867615,0.2840958957262958,0.3085549503270445,0.09354949554147514,-1.5594923123370616,0.41016610193693204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
284,0.25388353872994585,0.8424201078695412,0.3206461745896182,0.40509801025461656,0.10674208923121527,0.35116356050976244,-0.6432893686866127,0.4209750482722178,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
285,0.5902548594667715,1.490655681578768,-1.1772036510474544,-1.5014252224408275,-2.4634651206336984,-3.680998024219059,-0.6432893686866127,-0.8840252833496923,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
286,0.9783252742468056,1.0577796873286796,1.0148128690244316,0.4864619353245292,1.3021665623627228,0.5249385368179029,-0.6432893686866127,-1.205646512907095,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
287,0.6745814106909561,-0.5561486431943566,-1.1772036510474544,-1.5014252224408275,-2.463831371481484,-3.681125819031183,-0.6432893686866127,-0.834426967190755,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
288,0.9499472905199812,0.1179513257520842,0.7678815562755722,0.6386032690004894,0.870949907208535,0.8439725214648639,0.2729135749638366,0.41016610193693204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
289,0.6612593114121909,0.4025769581749787,-0.05694391566459187,0.43431414841775795,-0.5375978455590663,0.41407402731325593,-0.6432893686866127,2.0908547313985997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
290,-1.083935694106067,-0.4466115563283237,0.4360975795613883,0.29029311722471485,0.3021954329726255,0.10749939608987098,-0.6432893686866127,0.41016610193693204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
291,0.3952380237088453,1.1060496779550235,0.7703351211744478,0.6363808590755076,0.8784103103430384,0.8404077286224607,0.2729135749638366,0.39391835727902147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
292,1.1105773870869122,0.8312724771334697,1.1353332662553255,0.3416303800211527,1.5047710193907056,0.21723952289583828,0.2729135749638366,2.2156970031269343,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
293,0.4567534014311442,0.9379473394735179,1.0162676090194447,0.48652724278211235,1.3009278623582543,0.5237738877318769,0.2729135749638366,0.41016610193693204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
294,2.755072620162139,-0.4603658775278028,1.4425025836803702,0.3423825271559374,2.0256812244752256,0.21677515643101647,-1.5594923123370619,0.4303031589917624,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
295,-0.2761957799409272,1.0463687214486057,0.7531163507553826,0.32310512219314613,0.843118385283713,0.17592022316539352,0.2729135749638366,0.41016610193693204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
296,0.38345848329393706,1.1657056225743996,0.6429752513641384,0.2704750265807122,0.6575578646571822,0.06578748954964406,-0.6432893686866127,-1.2443210947775187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
297,1.3233418132413564,1.498370646123737,1.1485121190346743,0.3794917414545888,1.5277310960137627,0.29742906811364805,-0.6432893686866127,-1.2903687322050665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
298,1.658367203584396,1.3532798502857846,0.5256098752227127,0.33187998742074853,0.45767815765209957,0.19612888772959888,0.2729135749638366,1.8970710218904507,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
299,1.4023887291835042,0.7821569124977781,0.7640563334874262,0.32955844421370645,0.8708905177998919,0.192710721694124,0.2729135749638366,-1.4366417971713745,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
300,0.28333238976721653,0.7681743429075787,1.183820238347531,0.3417874409680811,1.585534888679013,0.216737044057123,0.2729135749638366,0.4012174484168852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
301,1.5677553542389473,0.31904019338758527,0.4865442055866365,0.2700491174575333,0.3889226789811361,0.06476335383786475,-0.6432893686866128,1.7041446737441375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
302,0.21461840401358487,0.6580404931061852,0.3231577987149815,0.40697858493897704,0.11436833094624983,0.35629837909366935,0.2729135749638366,0.40308216980160594,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
303,1.2517788910214624,-0.054498451586517165,-0.3110262366794977,0.35417631265722044,-0.9765034083755927,0.24350887145853747,-0.6432893686866127,2.128145187119884,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
304,-0.33365695269657736,-0.3211493418971272,-0.15251456684983042,0.38402594532203577,-0.7071589509995785,0.30575710142589685,0.2729135749638366,0.410166101936932,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
305,0.390526207542882,0.9977403396673119,-0.07624394381391553,0.38853273750779166,-0.5740005654720887,0.316108629874743,-0.6432893686866127,1.5463036017964418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
306,0.7211386418546414,1.5088039224082617,1.4773621293947428,0.3423083253320675,2.093990792817374,0.21959284134015694,0.2729135749638366,0.41016610193693204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
307,2.602429408952286,0.16658458857091338,1.1344287160094126,0.34164742216647637,1.4977046327813406,0.215351204333093,-1.5594923123370619,4.0751086039997535,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
308,0.42216268751435,0.6444188434444093,1.1398530289902573,0.3554633701450984,1.511410051555766,0.24610368259319895,-0.6432893686866127,-0.5607972719383543,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
309,-0.44595974474401723,1.3229075160092718,0.732588292585424,0.30283314060794747,0.8074487140072887,0.1328896939996481,-0.6432893686866127,0.41016610193693204,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
310,0.4635593581153134,1.0456433340114903,1.1377448523373526,0.3413225934756345,1.5095121887500988,0.21679985089132228,-0.6432893686866127,-0.8241352744989843,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
311,0.7839628574008188,1.043483357279132,-0.08209862042954592,0.38521756884919234,-0.5829473882919775,0.30947985211191514,0.2729135749638366,-1.393120212106683,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
